URL,YEAR
"http://iacis.org/iis/2015/4_iis_2015_152-156.pdf",2015
"http://iacis.org/iis/2015/4_iis_2015_95-101.pdf",2015
"http://iacis.org/iis/2015/4_iis_2015_86-94.pdf",2015
"http://iacis.org/iis/2015/4_iis_2015_77-85.pdf",2015
"http://iacis.org/iis/2015/4_iis_2015_70-76.pdf",2015
"http://iacis.org/iis/2015/4_iis_2015_64-69.pdf",2015
"http://iacis.org/iis/2015/4_iis_2015_58-63.pdf",2015
"http://iacis.org/iis/2015/4_iis_2015_48-57.pdf",2015
"http://iacis.org/iis/2015/4_iis_2015_37-47.pdf",2015
"http://iacis.org/iis/2015/4_iis_2015_30-36.pdf",2015
"http://iacis.org/iis/2015/4_iis_2015_232-238.pdf",2015
"http://iacis.org/iis/2015/4_iis_2015_224-231.pdf",2015
"http://iacis.org/iis/2015/4_iis_2015_215-223.pdf",2015
"http://iacis.org/iis/2015/4_iis_2015_209-214.pdf",2015
"http://iacis.org/iis/2015/4_iis_2015_202-208.pdf",2015
"http://iacis.org/iis/2015/4_iis_2015_20-29.pdf",2015
"http://iacis.org/iis/2015/4_iis_2015_194-201.pdf",2015
"http://iacis.org/iis/2015/4_iis_2015_183-193.pdf",2015
"http://iacis.org/iis/2015/4_iis_2015_178-182.pdf",2015
"http://iacis.org/iis/2015/4_iis_2015_166-177.pdf",2015
"http://iacis.org/iis/2015/4_iis_2015_157-165.pdf",2015
"http://iacis.org/iis/2015/4_iis_2015_143-151.pdf",2015
"http://iacis.org/iis/2015/4_iis_2015_132-142.pdf",2015
"http://iacis.org/iis/2015/4_iis_2015_124-131.pdf",2015
"http://iacis.org/iis/2015/4_iis_2015_121-123.pdf",2015
"http://iacis.org/iis/2015/4_iis_2015_111-120.pdf",2015
"http://iacis.org/iis/2015/4_iis_2015_102-110.pdf",2015
"http://iacis.org/iis/2015/4_iis_2015_10-19.pdf",2015
"http://iacis.org/iis/2015/4_iis_2015_1-9.pdf",2015
"http://iacis.org/iis/2015/3_iis_2015_99-107.pdf",2015
"http://iacis.org/iis/2015/3_iis_2015_90-98.pdf",2015
